collision_index,vehicle_reference,vehicle_type,age_of_driver,age_of_vehicle
C202603313,1,3,65,8
C202603313,2,19,29,-1
C202603314,1,11,19,-1
C202603314,2,9,24,20
C202603315,1,3,63,6
C202603315,2,19,18,4
C202603315,3,9,29,3
C202603316,1,11,75,18
C202603316,2,9,43,7
C202603317,1,11,83,15
C202603317,2,1,79,-1
C202603318,1,9,44,14
C202603318,2,9,81,6
C202603319,1,19,61,18
C202603319,2,11,43,17
C202603319,3,9,46,17
C202603320,1,9,55,24
C202603320,2,9,58,19
C202603321,1,9,33,2
C202603322,1,19,29,-1
C202603322,2,19,69,9
C202603323,1,9,17,0
C202603324,1,9,-1,19
C202603324,2,19,66,15
C202603325,1,11,75,23
C202603325,2,9,23,16
C202603326,1,9,79,15
C202603326,2,9,66,9
C202603327,1,9,24,14
C202603327,2,9,66,9
C202603327,3,9,51,13
C202603328,1,19,48,21
C202603329,1,3,59,-1
C202603329,2,9,61,13
C202603329,3,9,61,22
C202603330,1,1,30,22
C202603330,2,9,65,21
C202603331,1,5,69,22
C202603331,2,3,79,6
C202603332,1,9,39,16
C202603332,2,19,78,4
C202603333,1,9,68,7
C202603334,1,11,84,17
C202603334,2,19,81,11
C202603335,1,9,53,2
C202603335,2,1,24,23
C202603336,1,11,57,22
C202603336,2,19,73,18
C202603336,3,9,47,6
C202603336,4,11,44,16
C202603337,1,9,18,20
C202603338,1,9,64,-1
C202603339,1,3,65,17
C202603339,2,9,66,11
C202603340,1,9,53,23
C202603340,2,9,48,3
C202603341,1,11,34,6
C202603342,1,9,29,23
C202603342,2,9,33,17
C202603343,1,9,46,16
C202603343,2,9,73,13
C202603344,1,1,23,1
C202603344,2,9,51,2
C202603345,1,9,19,4
C202603345,2,11,72,-1
C202603346,1,9,33,4
C202603347,1,9,29,10
C202603347,2,9,48,1
C202603348,1,19,65,14
C202603348,2,9,61,10
C202603349,1,9,37,12
C202603350,1,9,18,11
C202603350,2,9,31,20
C202603351,1,5,76,8
C202603352,1,9,82,23
C202603352,2,3,26,0
C202603353,1,1,53,20
C202603353,2,9,84,1
C202603354,1,5,60,14
C202603354,2,1,69,14
C202603355,1,1,58,18
C202603355,2,9,-1,24
C202603356,1,9,55,23
C202603357,1,3,31,24
C202603358,1,19,67,17
C202603358,2,9,20,5
C202603359,1,9,59,9
C202603359,2,19,36,21
C202603360,1,9,46,23
C202603360,2,9,43,1
C202603360,3,19,54,12
C202603361,1,9,58,19
C202603361,2,9,61,12
C202603362,1,9,64,5
C202603362,2,9,35,-1
C202603362,3,9,71,23
C202603363,1,9,27,19
C202603363,2,9,52,22
C202603364,1,11,63,20
C202603364,2,1,48,5
C202603364,3,1,30,0
C202603364,4,3,79,14
C202603365,1,9,76,22
C202603365,2,9,59,1
C202603365,3,9,17,24
C202603366,1,9,30,5
C202603366,2,19,39,11
C202603367,1,9,46,-1
C202603367,2,5,52,16
C202603368,1,9,80,18
C202603368,2,19,61,24
C202603368,3,9,28,7
C202603369,1,9,81,-1
C202603369,2,9,34,2
C202603370,1,9,66,9
C202603371,1,9,42,22
C202603371,2,3,68,22
C202603372,1,3,35,-1
C202603373,1,5,32,15
C202603374,1,5,72,7
C202603374,2,9,32,17
C202603374,3,11,52,20
C202603374,4,9,48,17
C202603375,1,9,17,11
C202603375,2,9,54,2
C202603376,1,11,58,0
C202603376,2,9,20,24
C202603377,1,9,28,5
C202603377,2,9,37,4
C202603378,1,9,69,-1
C202603378,2,1,17,21
C202603379,1,3,41,23
C202603379,2,9,41,15
C202603380,1,3,61,15
C202603380,2,9,77,12
C202603381,1,9,66,-1
C202603381,2,9,56,16
C202603382,1,5,26,9
C202603383,1,9,17,15
C202603384,1,9,36,23
C202603384,2,5,84,9
C202603385,1,9,22,16
C202603385,2,3,69,6
C202603385,3,9,33,8
C202603385,4,9,58,3
C202603386,1,9,59,9
C202603387,1,9,31,20
C202603388,1,5,81,10
C202603389,1,9,79,7
C202603390,1,5,28,11
C202603390,2,19,81,21
C202603391,1,9,74,24
C202603391,2,9,68,17
C202603391,3,9,48,22
C202603392,1,9,18,8
C202603393,1,19,40,11
C202603393,2,11,84,18
C202603393,3,9,28,9
C202603394,1,9,83,8
C202603394,2,3,26,-1
C202603395,1,9,48,1
C202603395,2,11,79,10
C202603396,1,9,49,10
C202603396,2,9,42,11
C202603397,1,5,80,-1
C202603397,2,9,57,20
C202603397,3,3,81,22
C202603398,1,9,67,7
C202603398,2,19,-1,-1
C202603399,1,1,23,23
C202603399,2,11,81,12
C202603399,3,9,56,23
C202603400,1,9,41,17
C202603400,2,3,46,13
C202603401,1,19,37,9
C202603401,2,9,45,3
C202603402,1,3,58,0
C202603402,2,9,81,9
C202603403,1,9,38,-1
C202603404,1,3,26,16
C202603404,2,5,51,17
C202603405,1,9,18,5
C202603405,2,9,72,17
C202603406,1,3,33,0
C202603406,2,11,27,7
C202603407,1,9,55,15
C202603408,1,9,69,18
C202603409,1,9,61,0
C202603410,1,5,34,15
C202603411,1,9,68,1
C202603411,2,11,77,17
C202603412,1,19,68,12
C202603413,1,11,45,12
C202603414,1,1,36,10
C202603414,2,9,43,13
C202603415,1,9,35,23
C202603416,1,9,64,18
C202603417,1,5,33,5
C202603417,2,1,79,17
C202603417,3,9,75,23
C202603418,1,9,46,24
C202603418,2,9,49,13
C202603419,1,9,60,15
C202603420,1,19,47,9
C202603420,2,9,37,20
C202603420,3,9,42,19
C202603421,1,9,28,14
C202603421,2,9,24,21
C202603422,1,9,81,8
C202603422,2,3,21,24
C202603423,1,1,38,8
C202603423,2,5,62,20
C202603424,1,9,42,14
C202603425,1,9,18,13
C202603425,2,9,80,24
C202603426,1,9,64,14
C202603426,2,9,64,16
C202603427,1,19,51,4
C202603427,2,5,64,4
C202603428,1,9,38,2
C202603429,1,9,59,22
C202603429,2,9,41,23
C202603430,1,5,38,11
C202603431,1,11,41,5
C202603431,2,9,26,12
C202603432,1,19,32,11
C202603432,2,1,54,17
C202603432,3,9,38,22
C202603433,1,1,84,11
C202603434,1,19,53,21
C202603435,1,11,46,2
C202603435,2,9,69,3
C202603435,3,9,64,-1
C202603436,1,1,50,5
C202603436,2,19,83,11
C202603437,1,5,28,-1
C202603437,2,3,70,13
C202603438,1,9,59,7
C202603438,2,9,30,9
C202603438,3,3,69,11
C202603439,1,9,28,8
C202603439,2,9,38,11
C202603440,1,9,35,24
C202603441,1,9,25,20
C202603441,2,9,32,21
C202603442,1,19,77,1
C202603442,2,11,50,10
C202603443,1,9,67,4
C202603444,1,1,75,23
C202603444,2,19,17,21
C202603445,1,9,17,18
C202603445,2,9,59,6
C202603445,3,5,45,5
C202603446,1,5,28,13
C202603446,2,9,75,8
C202603446,3,9,80,18
C202603446,4,9,52,10
C202603447,1,19,56,11
C202603448,1,1,30,-1
C202603448,2,9,46,6
C202603449,1,9,27,23
C202603449,2,5,39,2
C202603449,3,1,59,20
C202603450,1,11,58,20
C202603451,1,9,40,0
C202603452,1,9,71,5
C202603452,2,9,22,3
C202603453,1,5,31,8
C202603453,2,9,72,-1
C202603454,1,9,39,16
C202603454,2,9,65,6
C202603455,1,9,40,0
C202603455,2,9,71,7
C202603456,1,5,39,18
C202603456,2,3,47,21
C202603457,1,5,50,18
C202603457,2,5,30,7
C202603457,3,3,46,0
C202603458,1,3,23,9
C202603458,2,11,70,19
C202603459,1,5,66,5
C202603459,2,9,61,7
C202603459,3,9,60,7
C202603460,1,9,38,6
C202603461,1,5,51,23
C202603461,2,19,65,21
C202603461,3,11,77,14
C202603461,4,11,63,0
C202603462,1,9,71,14
C202603462,2,5,74,4
C202603463,1,11,70,0
C202603463,2,9,37,14
C202603463,3,9,78,6
C202603464,1,9,56,2
C202603464,2,9,84,14
C202603465,1,9,51,3
C202603465,2,9,47,22
C202603466,1,9,37,6
C202603467,1,19,-1,14
C202603467,2,9,78,4
C202603468,1,9,80,14
C202603468,2,3,65,2
C202603468,3,9,25,2
C202603469,1,9,83,5
C202603470,1,5,74,20
C202603470,2,19,43,24
C202603471,1,9,80,15
C202603472,1,9,43,3
C202603473,1,11,25,16
C202603473,2,9,72,-1
C202603474,1,5,69,7
C202603474,2,5,22,5
C202603475,1,9,57,3
C202603475,2,9,39,20
C202603475,3,3,30,2
C202603475,4,11,83,11
C202603476,1,9,31,3
C202603476,2,19,76,13
C202603477,1,11,52,13
C202603477,2,9,55,17
C202603478,1,9,21,23
C202603478,2,9,26,6
C202603479,1,9,17,23
C202603479,2,5,60,21
C202603480,1,3,27,1
C202603480,2,9,38,22
C202603481,1,9,33,23
C202603482,1,9,81,8
C202603482,2,9,29,10
C202603483,1,9,38,23
C202603483,2,5,70,13
C202603483,3,9,20,9
C202603484,1,5,74,24
C202603484,2,9,47,13
C202603485,1,9,47,15
C202603485,2,11,53,12
C202603486,1,9,59,-1
C202603487,1,11,73,17
C202603487,2,19,26,19
C202603488,1,9,81,18
C202603489,1,9,81,4
C202603489,2,9,24,17
C202603490,1,5,25,7
C202603490,2,19,32,9
C202603491,1,9,69,17
C202603491,2,11,61,22
C202603492,1,19,53,8
C202603492,2,19,49,-1
C202603493,1,9,69,16
C202603493,2,9,68,7
C202603494,1,9,58,17
C202603494,2,5,-1,18
C202603495,1,9,35,15
C202603495,2,9,17,2
C202603496,1,11,39,15
C202603496,2,5,33,23
C202603496,3,5,65,20
C202603497,1,9,84,2
C202603497,2,9,23,18
C202603498,1,9,79,7
C202603498,2,9,22,15
C202603498,3,9,84,11
C202603499,1,11,26,24
C202603499,2,19,78,7
C202603499,3,9,21,10
C202603499,4,9,31,5
C202603500,1,9,30,8
C202603501,1,9,17,23
C202603501,2,19,17,19
C202603502,1,11,33,12
C202603502,2,1,28,10
C202603503,1,9,28,10
C202603503,2,9,19,9
C202603504,1,9,49,12
C202603504,2,9,27,6
C202603504,3,3,66,13
C202603505,1,19,43,21
C202603505,2,9,39,16
C202603505,3,9,21,22
C202603506,1,9,38,11
C202603507,1,19,76,24
C202603507,2,9,53,20
C202603508,1,9,34,15
C202603508,2,9,75,16
C202603509,1,9,17,14
C202603509,2,9,55,21
C202603510,1,9,27,18
C202603511,1,9,75,15
C202603511,2,9,55,7
C202603512,1,5,39,17
C202603512,2,9,19,22
C202603512,3,9,76,3
C202603513,1,9,19,0
C202603514,1,9,17,23
C202603514,2,9,49,-1
C202603515,1,9,23,22
C202603515,2,9,56,5
C202603515,3,9,26,6
C202603515,4,9,18,4
C202603516,1,9,30,11
C202603516,2,9,33,15
C202603517,1,9,71,13
C202603517,2,9,65,11
C202603518,1,9,59,-1
C202603518,2,3,76,20
C202603518,3,9,29,21
C202603518,4,5,71,15
C202603519,1,9,64,12
C202603519,2,5,27,22
C202603519,3,9,67,18
C202603520,1,9,35,22
C202603521,1,19,45,12
C202603521,2,9,70,5
C202603522,1,11,66,12
C202603522,2,5,73,20
C202603523,1,11,82,12
C202603524,1,9,38,17
C202603524,2,11,44,5
C202603525,1,11,-1,11
C202603525,2,11,39,4
C202603526,1,9,77,2
C202603527,1,9,57,19
C202603528,1,3,71,14
C202603529,1,9,37,4
C202603529,2,9,83,19
C202603529,3,9,73,7
C202603529,4,9,46,23
C202603530,1,1,43,6
C202603530,2,9,81,20
C202603531,1,9,55,-1
C202603532,1,5,33,4
C202603532,2,19,70,10
C202603532,3,9,71,19
C202603533,1,5,39,0
C202603533,2,9,61,10
C202603533,3,19,84,7
C202603534,1,19,33,14
C202603534,2,9,63,7
C202603535,1,9,38,1
C202603535,2,11,60,18
C202603536,1,9,55,18
C202603536,2,9,82,15
C202603537,1,19,27,22
C202603537,2,5,25,11
C202603538,1,9,72,9
C202603538,2,11,74,10
C202603539,1,9,44,21
C202603540,1,9,24,-1
C202603541,1,3,64,20
C202603542,1,11,37,6
C202603542,2,3,31,16
C202603543,1,9,62,8
C202603543,2,19,62,18
C202603544,1,9,40,17
C202603544,2,1,23,-1
C202603544,3,9,19,2
C202603545,1,9,72,24
C202603545,2,9,70,8
C202603546,1,19,51,19
C202603547,1,5,67,12
C202603547,2,11,34,21
C202603548,1,11,62,20
C202603548,2,11,25,0
C202603548,3,5,55,17
C202603549,1,9,65,2
C202603549,2,3,65,14
C202603549,3,3,-1,22
C202603550,1,9,63,1
C202603551,1,9,84,-1
C202603552,1,9,36,5
C202603552,2,9,37,-1
C202603553,1,19,32,11
C202603554,1,9,60,19
C202603554,2,19,78,6
C202603555,1,3,39,5
C202603555,2,9,70,23
C202603556,1,3,20,22
C202603556,2,3,77,9
C202603557,1,1,20,10
C202603558,1,9,20,-1
C202603558,2,11,-1,-1
C202603558,3,3,36,12
C202603559,1,9,75,7
C202603559,2,11,49,3
C202603560,1,9,54,12
C202603561,1,11,19,22
C202603561,2,5,29,7
C202603562,1,9,65,12
C202603562,2,3,38,19
C202603563,1,19,46,5
C202603564,1,9,26,2
C202603564,2,9,65,18
C202603565,1,9,72,21
C202603565,2,19,82,24
C202603566,1,9,74,10
C202603566,2,19,38,15
C202603567,1,11,71,15
C202603567,2,5,58,-1
C202603568,1,9,50,21
C202603569,1,9,36,-1
C202603569,2,9,22,7
C202603570,1,3,42,11
C202603571,1,19,60,8
C202603572,1,9,84,21
C202603572,2,9,64,21
C202603573,1,9,54,22
C202603573,2,9,78,15
C202603574,1,1,52,5
C202603574,2,5,41,16
C202603574,3,1,42,20
C202603575,1,9,66,18
C202603575,2,9,20,18
C202603575,3,19,61,7
C202603575,4,9,53,12
C202603576,1,9,30,2
C202603577,1,5,53,22
C202603577,2,5,30,12
C202603578,1,11,27,16
C202603578,2,9,17,-1
C202603579,1,5,63,15
C202603579,2,9,71,-1
C202603579,3,9,80,23
C202603580,1,9,45,24
C202603580,2,9,39,-1
C202603581,1,19,34,3
C202603581,2,9,37,24
C202603582,1,9,54,1
C202603583,1,9,77,18
C202603583,2,19,35,7
C202603583,3,9,30,5
C202603584,1,9,59,9
C202603585,1,9,-1,21
C202603585,2,1,41,10
C202603585,3,9,38,23
C202603585,4,9,33,13
C202603586,1,3,83,5
C202603586,2,9,48,9
C202603587,1,9,42,7
C202603587,2,5,20,23
C202603588,1,9,49,20
C202603589,1,5,38,7
C202603589,2,9,72,20
C202603590,1,9,51,15
C202603590,2,9,81,18
C202603591,1,1,37,-1
C202603591,2,9,48,6
C202603592,1,9,56,14
C202603593,1,3,63,23
C202603594,1,9,70,4
C202603594,2,3,43,2
C202603595,1,1,65,9
C202603595,2,9,75,-1
C202603596,1,19,17,6
C202603596,2,11,35,3
C202603597,1,3,50,24
C202603597,2,9,53,15
C202603598,1,9,29,-1
C202603598,2,19,49,6
C202603599,1,9,82,10
C202603599,2,5,66,11
C202603600,1,9,25,3
C202603601,1,19,63,22
C202603601,2,9,23,24
C202603602,1,9,77,-1
C202603602,2,9,53,18
C202603603,1,19,78,-1
C202603603,2,9,65,12
C202603604,1,11,67,19
C202603605,1,9,48,8
C202603605,2,9,67,21
C202603606,1,1,74,13
C202603607,1,9,38,16
C202603607,2,9,29,12
C202603608,1,11,27,3
C202603608,2,11,26,1
C202603609,1,9,69,13
C202603609,2,9,26,22
C202603610,1,11,55,16
C202603610,2,9,36,13
C202603610,3,19,37,10
C202603611,1,1,24,4
C202603612,1,9,84,9
C202603613,1,9,17,9
C202603614,1,11,68,5
C202603614,2,1,46,-1
C202603615,1,5,18,8
C202603616,1,9,21,13
C202603616,2,19,84,22
C202603617,1,9,64,12
C202603617,2,9,54,13
C202603617,3,11,68,9
C202603618,1,5,36,5
C202603618,2,3,35,15
C202603618,3,5,44,10
C202603619,1,9,44,4
C202603619,2,9,40,24
C202603619,3,1,29,0
C202603619,4,3,17,23
C202603620,1,19,44,9
C202603621,1,9,23,15
C202603621,2,9,39,11
C202603622,1,9,32,5
C202603622,2,11,57,4
C202603623,1,11,63,6
C202603623,2,9,83,3
C202603624,1,5,69,16
C202603624,2,9,82,11
C202603625,1,1,52,6
C202603626,1,9,22,20
C202603626,2,1,41,2
C202603627,1,11,33,3
C202603627,2,9,51,-1
C202603627,3,9,31,2
C202603628,1,9,25,6
C202603628,2,3,26,17
C202603629,1,3,29,4
C202603629,2,19,67,17
C202603630,1,19,62,20
C202603630,2,11,51,16
C202603630,3,9,62,20
C202603631,1,9,28,16
C202603631,2,9,66,7
C202603632,1,19,-1,20
C202603632,2,9,38,22
C202603633,1,11,81,18
C202603633,2,11,22,2
C202603634,1,5,49,1
C202603634,2,9,56,11
C202603635,1,9,56,13
C202603635,2,9,57,15
C202603636,1,3,78,7
C202603637,1,9,55,11
C202603638,1,9,55,18
C202603638,2,3,26,6
C202603639,1,9,34,-1
C202603639,2,11,56,-1
C202603640,1,9,83,23
C202603640,2,9,33,21
C202603641,1,5,80,4
C202603641,2,9,19,1
C202603642,1,9,65,23
C202603642,2,9,44,16
C202603643,1,9,64,12
C202603643,2,9,69,11
C202603644,1,9,77,14
C202603645,1,11,19,19
C202603645,2,9,34,16
C202603646,1,9,20,1
C202603646,2,9,76,8
C202603647,1,9,22,24
C202603647,2,9,72,2
C202603648,1,9,70,14
C202603648,2,9,24,14
C202603649,1,1,73,6
C202603649,2,5,19,19
C202603650,1,5,72,0
C202603650,2,11,-1,9
C202603651,1,19,-1,21
C202603651,2,9,42,14
C202603652,1,9,42,23
C202603652,2,9,29,5
C202603653,1,9,51,23
C202603653,2,9,38,-1
C202603653,3,1,52,20
C202603654,1,9,79,4
C202603654,2,9,70,23
C202603654,3,3,80,18
C202603654,4,11,84,14
C202603655,1,3,24,0
C202603655,2,5,57,19
C202603656,1,9,17,9
C202603656,2,3,58,7
C202603656,3,9,63,-1
C202603657,1,1,43,14
C202603657,2,19,47,0
C202603658,1,9,76,20
C202603658,2,5,30,13
C202603659,1,9,26,5
C202603659,2,3,79,4
C202603660,1,9,40,12
C202603660,2,19,44,12
C202603661,1,9,26,22
C202603662,1,9,56,1
C202603662,2,1,28,19
C202603662,3,19,28,9
C202603663,1,9,72,9
C202603663,2,11,36,21
C202603664,1,9,29,3
C202603664,2,9,32,15
C202603664,3,11,51,22
C202603664,4,9,39,9
C202603665,1,9,38,17
C202603665,2,9,68,3
C202603666,1,9,36,7
C202603667,1,9,19,17
C202603667,2,9,41,4
C202603668,1,9,57,8
C202603668,2,19,30,11
C202603669,1,9,84,24
C202603669,2,9,63,20
C202603670,1,9,18,21
C202603670,2,5,61,3
C202603670,3,19,57,15
C202603671,1,5,27,20
C202603671,2,19,18,16
C202603672,1,9,83,16
C202603672,2,9,70,18
C202603673,1,9,22,19
C202603673,2,1,57,1
C202603674,1,9,36,8
C202603674,2,9,74,9
C202603675,1,9,40,7
C202603675,2,3,29,0
C202603676,1,9,76,15
C202603676,2,19,23,20
C202603677,1,9,80,22
C202603678,1,9,47,20
C202603678,2,9,64,5
C202603679,1,5,83,10
C202603679,2,9,67,20
C202603680,1,9,54,7
C202603680,2,9,75,8
C202603681,1,9,32,3
C202603682,1,9,31,23
C202603682,2,19,71,-1
C202603683,1,9,22,19
C202603684,1,9,66,7
C202603684,2,19,77,6
C202603685,1,11,28,15
C202603685,2,9,52,9
C202603686,1,3,41,0
C202603686,2,1,61,13
C202603687,1,11,65,8
C202603687,2,9,20,3
C202603687,3,9,21,6
C202603688,1,9,81,4
C202603688,2,9,20,19
C202603689,1,9,24,13
C202603689,2,9,71,22
C202603690,1,9,19,22
C202603690,2,19,52,23
C202603691,1,9,67,15
C202603691,2,9,-1,14
C202603692,1,3,73,8
C202603693,1,9,73,4
C202603693,2,5,79,1
C202603694,1,9,-1,1
C202603694,2,11,73,7
C202603695,1,19,47,16
C202603696,1,3,58,0
C202603696,2,3,31,7
C202603696,3,11,59,6
C202603697,1,11,65,2
C202603698,1,19,27,-1
C202603698,2,9,45,22
C202603699,1,5,34,14
C202603699,2,9,-1,21
C202603700,1,9,23,5
C202603700,2,9,54,2
C202603701,1,5,51,9
C202603701,2,9,40,16
C202603702,1,19,60,22
C202603702,2,3,69,5
C202603703,1,9,52,24
C202603704,1,9,-1,7
C202603704,2,1,44,18
C202603705,1,9,66,2
C202603705,2,5,27,3
C202603705,3,19,22,21
C202603705,4,1,22,0
C202603706,1,5,46,13
C202603706,2,9,52,2
C202603707,1,9,80,21
C202603708,1,3,23,18
C202603709,1,3,38,3
C202603709,2,9,73,16
C202603710,1,9,57,15
C202603710,2,11,24,17
C202603711,1,9,84,15
C202603712,1,1,20,24
C202603712,2,5,83,18
C202603713,1,9,83,3
C202603713,2,19,19,6
C202603714,1,9,40,16
C202603715,1,9,32,4
C202603715,2,5,54,3
C202603716,1,5,78,2
C202603716,2,9,28,17
C202603717,1,9,51,2
C202603717,2,11,31,23
C202603717,3,9,77,8
C202603718,1,9,81,13
C202603719,1,11,80,-1
C202603719,2,9,45,18
C202603720,1,11,31,12
C202603720,2,9,61,4
C202603721,1,3,57,14
C202603722,1,19,22,0
C202603722,2,9,67,14
C202603723,1,9,26,19
C202603723,2,11,49,10
C202603724,1,11,23,16
C202603724,2,9,24,21
C202603725,1,9,27,22
C202603726,1,19,77,18
C202603727,1,9,21,14
C202603727,2,3,68,3
C202603728,1,5,75,14
C202603728,2,11,48,3
C202603728,3,9,-1,12
C202603729,1,19,83,3
C202603729,2,11,44,18
C202603730,1,9,39,0
C202603730,2,19,74,13
C202603731,1,9,71,4
C202603731,2,9,31,2
C202603732,1,9,81,23
C202603732,2,9,31,14
C202603732,3,9,49,1
C202603733,1,3,68,18
C202603733,2,9,69,16
C202603734,1,11,80,2
C202603734,2,9,38,22
C202603735,1,9,36,2
C202603736,1,5,75,21
C202603736,2,9,71,3
C202603737,1,1,28,24
C202603737,2,3,72,16
C202603738,1,11,72,17
C202603738,2,5,52,12
C202603739,1,9,43,20
C202603740,1,11,35,12
C202603740,2,9,80,21
C202603740,3,9,47,19
C202603741,1,9,40,10
C202603741,2,11,24,15
C202603742,1,5,83,17
C202603743,1,9,63,16
C202603743,2,5,74,3
C202603744,1,3,60,0
C202603744,2,9,36,17
C202603745,1,19,74,2
C202603746,1,9,29,23
C202603746,2,9,26,2
C202603747,1,5,60,1
C202603747,2,9,55,20
C202603748,1,1,55,23
C202603748,2,5,-1,17
C202603749,1,9,64,23
C202603749,2,9,42,16
C202603749,3,9,64,9
C202603749,4,5,79,11
C202603750,1,19,74,5
C202603750,2,11,52,1
C202603751,1,9,46,13
C202603752,1,9,80,19
C202603752,2,5,21,6
C202603752,3,3,-1,16
C202603753,1,9,17,21
C202603754,1,9,22,7
C202603755,1,9,53,1
C202603755,2,9,-1,6
C202603756,1,19,55,3
C202603756,2,19,34,10
C202603756,3,9,20,-1
C202603757,1,9,42,0
C202603757,2,5,80,2
C202603758,1,11,58,4
C202603758,2,9,72,4
C202603759,1,11,47,13
C202603760,1,9,51,17
C202603760,2,9,70,16
C202603761,1,9,69,15
C202603762,1,11,58,21
C202603762,2,5,70,7
C202603763,1,11,54,4
C202603763,2,9,60,11
C202603764,1,3,40,6
C202603765,1,9,52,24
C202603765,2,3,54,11
C202603766,1,9,78,15
C202603766,2,9,37,3
C202603767,1,9,78,9
C202603767,2,19,45,8
C202603768,1,9,74,3
C202603768,2,3,71,4
C202603769,1,9,35,-1
C202603770,1,9,38,10
C202603770,2,9,52,12
C202603771,1,9,84,23
C202603771,2,9,77,2
C202603771,3,9,37,2
C202603772,1,9,23,12
C202603772,2,9,53,21
C202603773,1,9,40,18
C202603774,1,11,73,16
C202603774,2,1,62,14
C202603775,1,1,18,-1
C202603775,2,9,72,19
C202603776,1,9,62,11
C202603777,1,9,60,18
C202603777,2,9,63,19
C202603778,1,9,72,0
C202603778,2,9,42,5
C202603779,1,19,28,8
C202603779,2,5,42,13
C202603780,1,11,17,-1
C202603780,2,9,81,14
C202603781,1,9,72,11
C202603782,1,9,77,2
C202603783,1,9,82,14
C202603784,1,9,54,7
C202603785,1,11,83,8
C202603785,2,9,42,17
C202603786,1,5,84,16
C202603786,2,9,36,21
C202603787,1,11,53,17
C202603787,2,9,46,9
C202603788,1,9,67,1
C202603788,2,5,55,17
C202603789,1,5,56,12
C202603790,1,19,22,0
C202603790,2,9,37,13
C202603791,1,9,-1,24
C202603791,2,9,47,-1
C202603792,1,9,77,14
C202603792,2,9,47,1
C202603793,1,9,43,12
C202603794,1,9,-1,18
C202603794,2,9,63,17
C202603795,1,9,72,0
C202603796,1,9,50,18
C202603796,2,19,78,2
C202603797,1,9,43,5
C202603797,2,9,81,12
C202603798,1,11,42,24
C202603798,2,9,80,5
C202603799,1,9,22,13
C202603799,2,11,49,-1
C202603800,1,9,32,5
C202603800,2,9,-1,23
C202603801,1,9,78,10
C202603801,2,3,70,15
C202603802,1,19,66,5
C202603803,1,9,78,12
C202603803,2,9,38,24
C202603804,1,5,38,4
C202603804,2,5,38,10
C202603804,3,9,31,10
C202603805,1,9,38,21
C202603805,2,9,57,3
C202603806,1,9,52,4
C202603806,2,9,50,22
C202603806,3,11,62,2
C202603807,1,3,45,22
C202603807,2,11,70,14
C202603808,1,9,37,-1
C202603808,2,9,35,3
C202603809,1,9,17,5
C202603809,2,9,24,17
C202603809,3,11,36,9
C202603809,4,9,71,0
C202603810,1,11,29,7
C202603810,2,3,51,24
C202603811,1,19,40,23
C202603811,2,19,60,1
C202603811,3,9,69,3
C202603812,1,9,77,8
C202603812,2,9,69,1
C202603813,1,9,36,17
C202603814,1,9,30,14
C202603814,2,5,61,11
C202603815,1,11,28,22
C202603815,2,9,49,19
C202603816,1,5,77,9
C202603816,2,9,56,13
C202603817,1,5,83,21
C202603818,1,19,30,0
C202603818,2,3,77,7
C202603819,1,5,72,1
C202603820,1,9,66,9
C202603821,1,19,44,9
C202603821,2,5,45,-1
C202603822,1,1,71,19
C202603822,2,11,80,0
C202603823,1,9,29,12
C202603824,1,9,71,9
C202603825,1,5,80,6
C202603825,2,9,84,13
C202603826,1,9,33,18
C202603827,1,19,44,-1
C202603827,2,9,-1,22
C202603828,1,5,82,2
C202603829,1,9,22,21
C202603830,1,1,18,11
C202603830,2,3,22,12
C202603831,1,19,49,-1
C202603831,2,9,70,0
C202603831,3,9,66,15
C202603832,1,9,57,24
C202603832,2,9,18,23
C202603833,1,9,70,7
C202603833,2,9,35,7
C202603834,1,9,82,7
C202603834,2,9,68,-1
C202603834,3,9,67,24
C202603835,1,9,80,-1
C202603835,2,9,73,1
C202603835,3,19,77,19
C202603836,1,9,64,24
C202603836,2,9,48,6
C202603837,1,3,70,-1
C202603837,2,9,49,24
C202603837,3,1,49,1
C202603838,1,9,20,13
C202603838,2,9,21,8
C202603839,1,9,70,0
C202603840,1,5,58,22
C202603841,1,3,25,17
C202603842,1,11,29,15
C202603843,1,9,40,2
C202603843,2,11,34,0
C202603844,1,1,83,24
C202603844,2,9,39,11
C202603844,3,11,25,5
C202603845,1,9,54,-1
C202603845,2,9,48,2
C202603846,1,9,19,22
C202603846,2,9,32,18
C202603847,1,9,-1,4
C202603848,1,3,75,2
C202603848,2,9,58,13
C202603849,1,11,82,2
C202603850,1,9,81,23
C202603850,2,9,71,12
C202603851,1,9,78,-1
C202603851,2,5,23,2
C202603852,1,19,25,4
C202603852,2,9,84,7
C202603853,1,9,41,12
C202603853,2,5,67,6
C202603854,1,9,81,23
C202603854,2,1,37,8
C202603855,1,11,45,2
C202603855,2,11,76,22
C202603856,1,3,47,1
C202603856,2,9,82,11
C202603857,1,11,35,19
C202603857,2,9,62,5
C202603858,1,11,18,15
C202603858,2,19,26,15
C202603858,3,9,55,0
C202603859,1,5,38,23
C202603859,2,3,30,6
C202603860,1,9,22,3
C202603860,2,9,-1,12
C202603861,1,9,-1,10
C202603862,1,9,83,24
C202603862,2,9,25,6
C202603862,3,1,75,19
C202603863,1,11,57,21
C202603863,2,9,18,17
C202603863,3,11,53,11
C202603864,1,9,21,0
C202603864,2,5,63,4
C202603865,1,9,70,3
