collision_index,longitude,latitude,date,time,road_type,speed_limit,junction_detail,junction_control,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,urban_or_rural_area,area,num_casualties,severity_score
C202602981,-1.55875,55.01626,01/06/2026,11:50,6,30,1,2,1,6,1,1,0,2,North East,1,4
C202602982,-3.81444,51.30848,01/06/2026,11:50,7,30,3,4,1,5,6,1,0,1,South West,1,5
C202602983,-1.51296,52.87184,01/06/2026,11:51,7,30,3,2,0,1,1,2,0,1,West Midlands,1,8
C202602984,-2.16625,52.37971,01/06/2026,11:51,7,40,5,4,5,6,1,1,0,2,West Midlands,2,9
C202602985,-1.55106,53.9251,01/06/2026,11:51,1,70,5,4,0,1,5,4,0,2,Yorkshire,1,7
C202602986,-3.24814,51.34936,01/06/2026,11:52,3,20,0,2,0,1,1,1,0,2,Wales,1,5
C202602987,-1.4256,53.55723,01/06/2026,11:52,6,20,6,1,5,1,1,4,0,1,Yorkshire,1,3
C202602988,-3.3839,50.66727,01/06/2026,11:52,6,30,1,0,0,4,-1,2,0,2,South West,1,5
C202602989,0.58731,51.74384,01/06/2026,11:52,9,30,0,2,0,1,1,1,0,1,London,1,2
C202602990,-2.21627,53.33888,01/06/2026,11:52,7,30,6,4,0,5,1,1,0,1,North West,2,3
C202602991,-1.92409,52.5665,01/06/2026,11:52,6,70,0,2,0,7,1,2,0,1,West Midlands,4,10
C202602992,-3.25716,51.62072,01/06/2026,11:52,6,70,6,4,0,1,3,1,0,1,Wales,1,4
C202602993,-0.43643,51.8118,01/06/2026,11:53,6,50,0,1,0,1,-1,1,0,1,London,1,2
C202602994,-2.40602,53.77471,01/06/2026,11:53,6,70,5,1,-1,1,5,2,0,2,North West,1,7
C202602995,-1.60731,52.81082,01/06/2026,11:53,6,40,5,4,0,1,1,1,7,1,East Midlands,3,8
C202602996,-2.29192,52.89429,01/06/2026,11:53,6,40,0,4,0,5,2,2,0,1,West Midlands,1,4
C202602997,-1.18246,52.59618,01/06/2026,11:53,9,40,5,0,5,1,1,1,0,1,East Midlands,3,7
C202602998,-0.07951,51.43089,01/06/2026,11:53,9,30,5,2,0,5,1,2,0,2,London,2,7
C202602999,-1.66258,53.63082,01/06/2026,11:53,6,40,5,2,5,1,2,1,0,1,Yorkshire,1,4
C202603000,0.0337,51.39719,01/06/2026,11:53,1,30,3,4,0,1,3,1,0,2,London,1,6
C202603001,-3.64323,50.79161,01/06/2026,11:54,6,30,3,0,0,1,1,1,0,1,South West,1,4
C202603002,-1.24674,55.09536,01/06/2026,11:54,6,30,-1,2,0,5,1,1,0,1,North East,1,3
C202603003,-2.4869,53.54322,01/06/2026,11:54,3,40,6,1,0,5,1,1,0,2,North West,1,7
C202603004,-2.7033,53.2632,01/06/2026,11:54,7,40,5,-1,0,1,1,1,0,1,North West,1,4
C202603005,-2.13669,53.16265,01/06/2026,11:54,6,40,5,0,-1,4,2,1,0,2,West Midlands,1,7
C202603006,-0.69496,53.14402,01/06/2026,11:54,7,70,3,-1,0,1,1,2,0,1,East Midlands,1,5
C202603007,-1.67076,54.07825,01/06/2026,11:55,6,30,6,1,0,5,1,1,0,1,Yorkshire,1,4
C202603008,-2.99958,53.30643,01/06/2026,11:55,2,20,6,4,0,1,1,1,0,1,North West,2,4
C202603009,-1.38519,53.78066,01/06/2026,11:55,6,30,1,4,5,1,1,9,0,2,Yorkshire,1,6
C202603010,-2.05202,52.51779,01/06/2026,11:55,6,50,5,2,0,4,1,1,0,2,West Midlands,1,8
C202603011,0.47172,51.48704,01/06/2026,11:55,6,30,0,0,0,1,6,1,0,2,London,1,6
C202603012,-2.73475,53.72119,01/06/2026,11:55,9,60,6,-1,0,1,1,1,0,2,North West,1,9
C202603013,-1.89692,54.03103,01/06/2026,11:56,6,30,2,0,0,5,1,1,0,1,Yorkshire,3,8
C202603014,-2.00477,55.25919,01/06/2026,11:56,7,60,3,0,0,1,2,1,0,1,North East,2,6
C202603015,-1.25692,51.13553,01/06/2026,11:56,2,60,0,4,5,1,1,2,0,2,South East,2,9
C202603016,-1.42456,55.18812,01/06/2026,11:57,6,40,2,4,0,1,2,1,0,1,North East,1,3
C202603017,-2.11683,53.21768,01/06/2026,11:57,6,30,3,2,0,1,1,2,0,2,North West,5,9
C202603018,-0.06573,51.37145,01/06/2026,11:57,7,30,3,4,0,5,8,1,0,1,London,2,4
C202603019,-0.20313,51.36555,01/06/2026,11:57,2,30,0,4,0,1,2,3,0,2,London,2,8
C202603020,-2.87688,53.86991,01/06/2026,11:58,6,70,0,0,0,1,1,2,0,1,North West,4,7
C202603021,0.06856,51.7633,01/06/2026,11:58,7,30,0,2,0,1,1,1,0,1,London,2,5
C202603022,-3.50262,51.46181,01/06/2026,11:58,2,30,6,4,5,4,1,1,0,1,Wales,1,4
C202603023,-3.3286,51.72667,01/06/2026,11:58,6,20,0,4,0,1,1,2,0,2,Wales,1,7
C202603024,-3.61329,51.01336,01/06/2026,11:58,7,50,3,4,0,5,2,1,0,1,South West,1,6
C202603025,-1.2656,53.55343,01/06/2026,11:59,6,30,1,4,0,7,2,1,0,2,Yorkshire,1,6
C202603026,-0.55444,50.88218,01/06/2026,11:59,6,60,3,4,0,1,3,2,0,2,South East,1,6
C202603027,-1.53304,52.39896,01/06/2026,12:00,3,30,0,0,5,1,1,1,0,1,West Midlands,1,8
C202603028,0.46298,51.23252,01/06/2026,12:00,7,30,3,-1,-1,1,1,2,0,1,London,2,7
C202603029,-0.78911,51.36906,01/06/2026,12:01,6,40,0,0,0,6,2,1,0,2,South East,1,9
C202603030,-1.09775,55.50937,01/06/2026,12:01,6,30,0,0,0,1,1,4,0,1,North East,1,5
C202603031,-3.12285,50.83946,01/06/2026,12:01,6,30,6,2,0,1,1,1,2,2,South West,1,3
C202603032,-0.67756,51.10507,01/06/2026,12:01,6,30,5,2,0,1,1,1,0,2,South East,4,7
C202603033,-3.15165,50.6364,01/06/2026,12:01,6,40,5,4,0,1,2,1,0,2,South West,1,6
C202603034,-3.25379,51.17417,01/06/2026,12:02,3,30,6,2,1,5,1,1,0,1,South West,1,4
C202603035,-0.70628,52.6402,01/06/2026,12:02,9,70,0,1,0,1,3,1,0,2,East Midlands,2,10
C202603036,-1.78876,52.89736,01/06/2026,12:02,6,30,3,1,5,1,1,2,0,1,East Midlands,1,4
C202603037,-0.36093,51.81822,01/06/2026,12:02,3,40,5,4,0,1,1,1,0,2,London,1,5
C202603038,-3.50931,51.49341,01/06/2026,12:02,6,50,0,0,0,1,1,1,0,1,Wales,1,3
C202603039,-3.45072,50.63125,01/06/2026,12:03,3,30,0,2,0,1,1,1,0,2,South West,1,6
C202603040,-1.07881,53.0369,01/06/2026,12:03,7,30,5,4,0,1,1,1,0,1,East Midlands,1,4
C202603041,-0.44817,51.4614,01/06/2026,12:03,2,30,0,4,0,7,1,1,0,1,London,1,5
C202603042,-2.06998,52.56446,01/06/2026,12:03,6,30,0,0,0,1,1,1,0,1,West Midlands,1,2
C202603043,-0.09101,51.43029,01/06/2026,12:03,3,50,6,0,0,1,1,1,0,1,London,1,4
C202603044,-3.56865,50.78122,01/06/2026,12:03,6,30,0,0,0,5,2,2,0,1,South West,1,7
C202603045,-1.5478,54.00672,01/06/2026,12:03,6,20,3,-1,0,5,1,2,0,1,Yorkshire,1,7
C202603046,-0.85388,51.00507,01/06/2026,12:03,1,30,6,4,5,4,1,1,0,2,South East,2,9
C202603047,-1.91769,55.05506,01/06/2026,12:04,6,60,6,4,0,1,1,-1,0,1,North East,1,7
C202603048,-1.45362,54.81677,01/06/2026,12:04,7,30,0,0,5,1,1,1,0,2,North East,1,4
C202603049,-1.95027,55.0895,01/06/2026,12:04,6,70,0,0,0,1,-1,2,0,2,North East,1,7
C202603050,0.07277,51.64893,01/06/2026,12:04,6,40,3,4,0,5,1,1,0,2,London,1,8
C202603051,-1.55282,54.96485,01/06/2026,12:04,6,30,5,1,1,1,1,1,0,1,North East,1,3
C202603052,-2.94189,51.56176,01/06/2026,12:04,9,30,1,2,5,1,1,2,0,1,Wales,1,5
C202603053,-3.30204,50.89918,01/06/2026,12:05,6,70,3,0,0,1,1,2,0,2,South West,2,8
C202603054,-1.935,53.80079,01/06/2026,12:05,6,30,3,1,0,1,1,1,6,2,Yorkshire,1,8
C202603055,-2.91337,53.30897,01/06/2026,12:05,6,30,0,4,0,6,2,1,0,1,North West,2,7
C202603056,-2.16962,53.8361,01/06/2026,12:05,6,30,6,2,0,1,1,2,0,1,Yorkshire,1,4
C202603057,-1.92898,54.16744,01/06/2026,12:05,6,70,6,2,5,1,2,1,2,1,Yorkshire,1,6
C202603058,-1.03698,51.1639,01/06/2026,12:06,6,50,0,0,5,7,2,1,0,1,South East,2,8
C202603059,-2.96997,51.12454,01/06/2026,12:06,7,50,5,1,1,1,1,9,0,2,Wales,2,8
C202603060,-1.7714,52.80236,01/06/2026,12:06,6,70,-1,4,0,1,3,2,0,1,West Midlands,1,6
C202603061,-1.6078,52.59718,01/06/2026,12:07,7,30,1,0,0,1,3,1,7,1,East Midlands,1,6
C202603062,0.05179,51.61824,01/06/2026,12:08,1,30,3,4,5,1,1,2,0,1,London,1,3
C202603063,-1.71274,53.34172,01/06/2026,12:08,6,30,6,0,0,6,-1,1,0,2,Yorkshire,1,6
C202603064,-0.08859,51.59779,01/06/2026,12:09,6,50,6,0,5,1,7,3,0,2,London,1,7
C202603065,-1.60612,55.64212,01/06/2026,12:09,6,30,0,0,0,5,3,1,0,1,North East,2,7
C202603066,-3.25804,51.5961,01/06/2026,12:09,3,30,5,2,0,5,1,2,2,2,Wales,1,6
C202603067,-0.45236,51.46375,01/06/2026,12:10,6,30,3,2,0,1,1,2,0,2,South East,1,6
C202603068,-0.51222,51.51746,01/06/2026,12:10,1,30,3,0,5,1,1,9,0,2,London,1,5
C202603069,-2.45953,53.55088,01/06/2026,12:10,6,30,3,2,0,1,1,2,1,1,North West,2,6
C202603070,-2.83737,51.45246,01/06/2026,12:10,6,30,3,0,5,1,1,1,0,1,Wales,1,3
C202603071,-3.63193,51.20534,01/06/2026,12:11,2,60,0,1,0,4,3,2,0,1,South West,2,10
C202603072,-1.77204,55.20074,01/06/2026,12:11,6,30,1,4,0,1,1,1,0,1,North East,1,5
C202603073,-1.00048,51.26185,01/06/2026,12:12,7,40,0,-1,0,1,1,1,0,2,South East,1,6
C202603074,-1.09978,52.80192,01/06/2026,12:12,7,60,0,1,0,6,1,1,0,1,East Midlands,1,7
C202603075,-1.81811,52.12553,01/06/2026,12:12,6,30,6,-1,0,1,1,1,0,2,West Midlands,1,6
C202603076,-1.82878,52.55571,01/06/2026,12:12,9,40,1,0,1,1,1,1,0,1,West Midlands,1,5
C202603077,-3.16951,53.60414,01/06/2026,12:13,6,20,0,0,0,1,1,1,0,1,North West,2,4
C202603078,0.2806,51.17487,01/06/2026,12:13,6,20,0,0,5,1,1,1,0,1,London,1,5
C202603079,0.08881,51.54996,01/06/2026,12:14,2,40,6,4,5,1,1,4,0,1,London,4,7
C202603080,-3.58074,50.66941,01/06/2026,12:14,1,30,6,0,0,1,1,1,0,1,South West,1,4
C202603081,-3.39704,50.51229,01/06/2026,12:14,6,40,5,2,5,1,1,1,0,1,South West,2,5
C202603082,-1.95843,54.50859,01/06/2026,12:14,6,60,0,4,5,1,1,1,0,2,North East,3,10
C202603083,-1.05239,52.93405,01/06/2026,12:14,7,60,3,2,0,4,1,1,0,2,East Midlands,3,10
C202603084,-1.74245,54.0567,01/06/2026,12:14,6,60,3,2,5,1,1,1,0,2,Yorkshire,1,7
C202603085,-3.43976,51.27116,01/06/2026,12:14,6,70,6,-1,0,1,2,1,0,2,South West,1,8
C202603086,-0.40426,51.07581,01/06/2026,12:15,9,50,0,0,0,1,1,1,0,2,London,3,9
C202603087,-1.73338,55.20361,01/06/2026,12:15,7,70,3,4,0,1,1,2,0,1,North East,2,7
C202603088,-1.77776,52.5337,01/06/2026,12:15,6,50,3,0,1,1,1,1,7,1,West Midlands,2,6
C202603089,-3.67696,50.80289,01/06/2026,12:15,7,60,3,2,0,1,1,9,0,1,South West,2,7
C202603090,-2.56357,53.66766,01/06/2026,12:15,7,30,6,0,0,1,1,1,0,1,North West,1,3
C202603091,-2.63025,53.35859,01/06/2026,12:16,6,40,6,4,0,1,1,2,0,2,North West,2,7
C202603092,-0.8273,52.87548,01/06/2026,12:16,6,40,5,0,1,1,1,2,0,1,East Midlands,1,5
C202603093,-1.34976,53.83465,01/06/2026,12:16,2,30,6,2,0,1,2,1,0,1,Yorkshire,1,3
C202603094,-3.13582,51.50705,01/06/2026,12:16,6,40,0,0,0,7,1,1,0,1,Wales,1,4
C202603095,-2.60922,51.35103,01/06/2026,12:16,7,30,0,1,0,7,3,2,0,1,Wales,3,8
C202603096,-3.44375,50.81353,01/06/2026,12:17,7,30,3,-1,0,1,1,3,0,1,South West,1,3
C202603097,-0.9039,51.20245,01/06/2026,12:17,2,30,0,4,1,5,1,1,0,1,South East,2,4
C202603098,-0.71144,53.22728,01/06/2026,12:17,6,60,6,2,0,1,1,2,0,1,East Midlands,1,4
C202603099,-3.62977,50.46613,01/06/2026,12:17,6,30,6,4,0,5,1,1,0,2,South West,1,6
C202603100,-1.99526,52.34758,01/06/2026,12:17,6,40,3,4,0,5,1,1,0,2,West Midlands,1,7
C202603101,-3.78557,51.10095,01/06/2026,12:18,6,30,0,4,0,1,1,9,0,1,South West,4,5
C202603102,-3.22031,51.61672,01/06/2026,12:18,6,30,5,0,0,5,-1,1,0,1,Wales,1,3
C202603103,-0.96687,52.7778,01/06/2026,12:18,2,40,0,2,0,1,3,2,0,1,East Midlands,2,5
C202603104,-2.3557,52.6275,01/06/2026,12:19,3,70,5,4,0,1,1,1,0,1,West Midlands,1,7
C202603105,-3.56443,50.64368,01/06/2026,12:19,2,30,-1,0,0,1,1,1,0,2,South West,1,6
C202603106,-3.9363,50.96681,01/06/2026,12:19,6,40,6,-1,0,1,2,2,0,1,South West,3,6
C202603107,-1.27504,55.30459,01/06/2026,12:19,6,60,6,2,0,1,1,1,0,1,North East,1,7
C202603108,-1.1486,52.54108,01/06/2026,12:19,6,50,5,0,0,1,1,1,0,1,East Midlands,1,7
C202603109,-1.55623,52.57974,01/06/2026,12:20,3,30,0,0,0,1,1,1,0,1,West Midlands,1,6
C202603110,-1.58399,53.96977,01/06/2026,12:20,6,30,0,0,0,5,1,1,0,2,Yorkshire,1,6
C202603111,-0.5652,51.22732,01/06/2026,12:20,6,30,0,-1,5,1,1,2,0,1,London,1,4
C202603112,-0.87329,51.31375,01/06/2026,12:20,2,60,5,4,0,5,1,2,0,1,South East,1,7
C202603113,0.10439,51.27264,01/06/2026,12:21,6,30,3,0,5,1,1,2,0,2,South East,3,7
C202603114,-0.74891,51.23109,01/06/2026,12:21,2,40,0,-1,0,4,1,1,0,2,South East,1,5
C202603115,-3.26154,50.95075,01/06/2026,12:21,6,50,0,4,0,1,1,2,0,2,South West,4,9
C202603116,-0.35442,51.37212,01/06/2026,12:21,6,20,3,0,0,4,1,2,0,2,London,1,5
C202603117,-1.72008,54.91956,01/06/2026,12:21,6,30,0,2,1,5,7,1,0,1,North East,3,5
C202603118,-2.38574,53.57078,01/06/2026,12:22,6,30,6,2,0,1,1,1,2,1,North West,2,2
C202603119,-0.42059,51.50941,01/06/2026,12:22,1,50,6,4,0,1,5,2,0,1,South East,1,6
C202603120,-1.27384,53.99925,01/06/2026,12:22,3,30,6,2,0,5,1,1,0,1,Yorkshire,2,5
C202603121,-0.40107,51.80838,01/06/2026,12:22,6,40,3,4,0,1,1,1,0,2,London,2,6
C202603122,-1.18079,51.36416,01/06/2026,12:23,6,40,0,4,1,1,1,1,6,2,South East,3,7
C202603123,-2.98375,53.59047,01/06/2026,12:23,6,30,6,4,0,5,6,2,0,1,North West,1,6
C202603124,-1.75334,53.93385,01/06/2026,12:23,6,50,0,1,0,5,2,9,0,2,Yorkshire,2,9
C202603125,-0.24071,51.91083,01/06/2026,12:23,7,30,0,0,1,1,1,1,0,1,London,2,3
C202603126,-0.01718,51.28355,01/06/2026,12:24,6,60,0,4,1,1,1,1,0,1,London,1,5
C202603127,-2.09202,54.99575,01/06/2026,12:24,6,70,0,0,0,5,5,2,0,1,North East,2,10
C202603128,-1.93078,54.04604,01/06/2026,12:24,3,30,1,0,5,5,1,1,0,1,Yorkshire,1,6
C202603129,-0.70087,51.57012,01/06/2026,12:24,6,60,5,0,1,1,6,1,0,1,South East,1,6
C202603130,-2.6099,53.80917,01/06/2026,12:24,6,50,3,1,0,1,1,1,0,1,North West,1,4
C202603131,-2.71094,53.45842,01/06/2026,12:24,6,30,0,0,5,4,1,2,0,1,North West,1,6
C202603132,0.30784,51.5402,01/06/2026,12:25,6,30,0,0,0,5,1,1,0,1,London,2,6
C202603133,-1.42851,53.24634,01/06/2026,12:25,6,60,6,2,0,7,1,1,0,1,East Midlands,1,7
C202603134,0.07769,51.82569,01/06/2026,12:25,9,50,0,4,0,1,1,2,0,1,London,1,8
C202603135,-0.11329,51.46626,01/06/2026,12:25,2,30,1,2,-1,1,1,1,7,2,London,1,6
C202603136,-3.62947,50.92199,01/06/2026,12:25,6,30,5,4,5,6,1,1,0,1,South West,2,6
C202603137,-1.83408,55.24295,01/06/2026,12:25,3,30,6,2,5,1,1,1,7,2,North East,1,4
C202603138,-3.05246,53.75944,01/06/2026,12:25,6,30,6,0,0,1,1,1,0,1,North West,2,5
C202603139,-0.4761,51.64258,01/06/2026,12:25,2,30,5,0,0,7,1,1,0,2,London,1,6
C202603140,-3.28864,51.53159,01/06/2026,12:25,7,30,5,4,1,4,1,2,0,2,Wales,5,10
C202603141,-1.84454,55.3149,01/06/2026,12:26,7,70,5,2,-1,5,1,9,0,1,North East,1,6
C202603142,-0.34627,51.75188,01/06/2026,12:26,6,60,0,4,0,6,1,1,0,1,London,1,7
C202603143,-3.23394,51.13645,01/06/2026,12:26,6,60,6,-1,0,5,1,2,0,2,Wales,1,6
C202603144,-2.87923,51.21126,01/06/2026,12:27,2,60,5,4,5,1,1,2,0,2,Wales,3,8
C202603145,-0.64349,51.0383,01/06/2026,12:27,6,30,3,0,0,1,1,2,0,1,South East,1,5
C202603146,-1.15971,52.78251,01/06/2026,12:27,6,50,6,4,0,1,1,1,0,1,East Midlands,1,5
C202603147,-2.17191,52.17028,01/06/2026,12:27,7,70,3,0,0,1,1,1,0,2,West Midlands,3,9
C202603148,-2.68151,53.64453,01/06/2026,12:27,2,20,2,0,5,4,1,1,0,1,North West,1,3
C202603149,-1.55489,54.87066,01/06/2026,12:27,6,60,3,4,0,4,2,1,6,1,North East,1,4
C202603150,-1.81757,54.98082,01/06/2026,12:28,2,30,5,0,0,1,3,3,0,2,North East,1,6
C202603151,-3.43399,50.94687,01/06/2026,12:28,6,30,5,-1,0,5,1,1,0,1,South West,1,4
C202603152,-3.55376,51.31764,01/06/2026,12:28,6,30,6,2,0,5,1,1,0,1,South West,4,7
C202603153,-2.47519,53.35498,01/06/2026,12:28,6,30,3,2,5,1,1,1,0,1,North West,1,4
C202603154,-2.80117,50.6804,01/06/2026,12:28,6,30,1,4,0,5,2,1,0,1,South West,1,4
C202603155,-0.08341,51.45252,01/06/2026,12:29,7,30,-1,4,1,1,1,2,0,1,London,2,6
C202603156,-1.06192,52.59077,01/06/2026,12:29,6,30,6,2,0,1,6,1,0,1,East Midlands,3,8
C202603157,-3.63392,50.48737,01/06/2026,12:29,2,30,6,0,0,5,1,1,0,1,South West,5,9
C202603158,-1.41985,54.8018,01/06/2026,12:29,3,30,3,4,0,4,3,1,2,1,North East,2,7
C202603159,-3.72896,51.22241,01/06/2026,12:30,9,60,0,4,0,1,1,1,0,2,South West,1,6
C202603160,-3.16176,51.8629,01/06/2026,12:30,6,40,3,2,0,1,1,1,7,2,Wales,1,7
C202603161,-2.0945,55.03013,01/06/2026,12:30,6,60,1,0,1,1,1,1,0,2,North East,1,7
C202603162,-1.18084,54.97738,01/06/2026,12:31,6,40,0,2,0,1,1,1,0,1,North East,1,3
C202603163,-2.3431,53.28983,01/06/2026,12:31,7,30,0,4,0,5,1,1,0,2,North West,2,8
C202603164,-3.45072,51.45024,01/06/2026,12:31,6,20,1,-1,0,1,1,1,0,2,Wales,2,7
C202603165,-1.22117,55.05834,01/06/2026,12:31,6,30,0,4,0,1,7,2,0,2,North East,1,7
C202603166,-3.11943,51.73946,01/06/2026,12:31,6,70,5,0,0,1,1,1,0,1,Wales,1,6
C202603167,-1.39332,54.15449,01/06/2026,12:31,6,60,6,2,0,4,-1,4,0,1,Yorkshire,1,6
C202603168,-1.57295,54.95746,01/06/2026,12:31,6,30,6,-1,0,6,2,1,0,2,North East,3,9
C202603169,-3.24571,51.31305,01/06/2026,12:31,7,30,3,2,0,5,5,1,0,1,Wales,1,7
C202603170,0.07329,51.30978,01/06/2026,12:32,2,50,1,1,0,5,1,1,1,2,London,1,8
C202603171,-0.23479,51.21464,01/06/2026,12:32,6,60,3,2,0,1,6,2,0,1,London,1,5
C202603172,-1.89593,55.0405,01/06/2026,12:32,7,20,5,0,-1,1,8,1,0,1,North East,1,3
C202603173,-2.27945,53.46885,01/06/2026,12:32,1,60,3,4,0,1,1,1,0,1,North West,1,4
C202603174,-0.15881,51.45568,01/06/2026,12:32,6,40,5,4,0,7,2,1,0,1,London,2,9
C202603175,-0.93464,53.06921,01/06/2026,12:32,6,30,6,0,0,6,1,1,0,2,East Midlands,1,8
C202603176,-2.62242,52.91521,01/06/2026,12:32,7,30,3,2,-1,1,1,1,0,1,North West,1,3
C202603177,-3.31797,50.81883,01/06/2026,12:32,9,70,3,-1,0,5,1,9,0,1,South West,1,3
C202603178,-3.62245,51.54872,01/06/2026,12:33,6,30,-1,0,-1,1,2,1,0,1,Wales,1,5
C202603179,-1.36462,53.60039,01/06/2026,12:33,1,70,0,0,5,1,1,1,0,1,Yorkshire,1,6
C202603180,-3.42607,50.51369,01/06/2026,12:33,6,60,3,4,0,1,1,1,0,2,South West,1,9
C202603181,-2.12088,52.49671,01/06/2026,12:33,6,30,3,0,5,1,1,1,0,1,West Midlands,1,4
C202603182,-1.73363,52.49321,01/06/2026,12:34,6,30,1,-1,0,6,5,1,0,2,West Midlands,1,7
C202603183,-0.98295,52.81687,01/06/2026,12:34,6,30,3,0,0,1,1,1,2,1,East Midlands,1,4
C202603184,-2.58255,54.03349,01/06/2026,12:34,1,50,0,0,0,5,8,1,0,1,North West,1,6
C202603185,-0.54552,50.77377,01/06/2026,12:34,3,40,-1,0,0,1,1,1,6,1,South East,1,1
C202603186,-1.34253,52.57799,01/06/2026,12:34,6,30,3,0,5,1,1,2,0,2,East Midlands,2,9
C202603187,-1.85243,54.72244,01/06/2026,12:34,9,20,6,1,0,1,3,2,0,2,North East,1,8
C202603188,-3.90558,51.26381,01/06/2026,12:35,9,60,3,0,0,1,1,2,0,1,South West,4,7
C202603189,-1.42075,53.42789,01/06/2026,12:35,7,40,5,0,0,1,6,1,0,1,Yorkshire,2,7
C202603190,-0.07718,51.32066,01/06/2026,12:35,6,50,0,0,0,5,-1,2,0,2,London,1,10
C202603191,-2.0337,54.75381,01/06/2026,12:35,9,40,-1,4,0,1,1,3,0,1,North East,1,6
C202603192,-1.44552,55.22388,01/06/2026,12:35,7,40,0,4,0,1,3,1,2,2,North East,1,4
C202603193,-1.38478,54.79093,01/06/2026,12:35,6,40,5,4,0,1,1,1,0,1,North East,4,7
C202603194,-2.10435,53.51503,01/06/2026,12:36,6,40,0,0,1,1,1,1,0,1,North West,1,2
C202603195,-0.13725,51.89815,01/06/2026,12:36,2,30,0,1,0,1,1,1,0,1,London,1,3
C202603196,-3.1341,50.82902,01/06/2026,12:36,6,30,3,2,5,1,2,1,0,2,South West,1,4
C202603197,-3.92063,50.39422,01/06/2026,12:36,6,30,6,4,5,4,1,1,0,1,South West,3,7
C202603198,-3.22107,50.90921,01/06/2026,12:36,2,40,3,2,5,7,-1,1,0,2,South West,1,7
C202603199,-1.65007,52.8782,01/06/2026,12:37,2,60,2,4,0,5,1,1,0,1,West Midlands,1,9
C202603200,-1.207,52.91879,01/06/2026,12:37,7,50,1,2,0,5,1,2,0,1,East Midlands,1,6
C202603201,-1.34564,53.96555,01/06/2026,12:37,7,30,6,2,5,1,1,1,0,1,Yorkshire,2,4
C202603202,-1.2813,51.38335,01/06/2026,12:37,6,40,0,1,0,1,6,1,0,2,South East,1,5
C202603203,-0.10241,51.57244,01/06/2026,12:37,6,40,1,2,0,1,1,1,0,1,London,1,3
C202603204,-1.04279,53.33133,01/06/2026,12:38,6,30,6,1,1,6,1,2,0,2,East Midlands,5,9
C202603205,-0.7246,50.98695,01/06/2026,12:39,2,30,5,4,0,1,1,2,0,2,South East,1,7
C202603206,-2.97094,51.43962,01/06/2026,12:39,9,30,3,1,0,5,1,2,0,1,Wales,1,6
C202603207,-2.98002,51.32413,01/06/2026,12:39,7,40,5,0,0,1,1,1,0,2,Wales,1,5
C202603208,-2.95871,53.3869,01/06/2026,12:39,6,20,-1,-1,5,5,2,2,0,1,North West,1,7
C202603209,-0.63269,51.71597,01/06/2026,12:40,2,40,5,0,0,7,2,2,0,1,South East,2,8
C202603210,-1.72259,53.86743,01/06/2026,12:40,7,60,3,4,5,4,1,2,0,1,Yorkshire,2,9
C202603211,-1.31225,55.37312,01/06/2026,12:40,7,50,0,2,0,5,1,1,0,2,North East,1,7
C202603212,-2.52289,53.4562,01/06/2026,12:40,1,40,0,2,5,5,2,2,0,1,North West,1,7
C202603213,-0.89409,53.16431,01/06/2026,12:41,2,30,0,2,0,1,1,1,0,2,East Midlands,1,5
C202603214,-0.98404,54.78952,01/06/2026,12:41,3,20,3,4,0,1,1,1,0,2,North East,1,5
C202603215,-1.2279,53.50638,01/06/2026,12:41,3,30,0,1,0,1,1,2,0,2,Yorkshire,4,8
C202603216,-1.29231,50.93217,01/06/2026,12:42,6,30,6,2,0,1,3,1,0,2,South East,1,7
C202603217,-0.41715,51.88579,01/06/2026,12:42,6,30,0,4,5,1,1,1,0,2,London,1,6
C202603218,-1.13448,52.66543,01/06/2026,12:42,3,50,0,0,0,5,2,2,0,1,East Midlands,2,9
C202603219,-1.51566,54.45083,01/06/2026,12:43,6,60,3,4,0,4,1,-1,0,2,North East,5,10
C202603220,-1.85434,52.2091,01/06/2026,12:43,7,30,6,0,0,5,1,1,0,2,West Midlands,1,6
C202603221,-3.18312,52.13333,01/06/2026,12:43,6,40,0,2,0,1,1,1,0,1,Wales,2,6
C202603222,-0.91814,53.17655,01/06/2026,12:43,7,30,3,0,0,1,1,1,0,1,East Midlands,1,3
C202603223,-1.80026,54.64336,01/06/2026,12:44,6,30,6,-1,5,5,1,1,1,1,North East,1,5
C202603224,-1.49179,55.33062,01/06/2026,12:44,6,50,6,4,1,1,1,1,0,1,North East,1,5
C202603225,-1.24327,52.78698,01/06/2026,12:44,2,70,2,-1,0,4,2,2,0,1,East Midlands,3,10
C202603226,-1.32716,54.74834,01/06/2026,12:44,2,60,3,4,0,1,2,1,0,2,North East,1,7
C202603227,-3.11463,50.94326,01/06/2026,12:45,6,70,-1,0,0,5,1,1,0,2,Wales,2,10
C202603228,-1.80649,53.92275,01/06/2026,12:45,2,30,0,0,0,1,1,1,7,2,Yorkshire,1,4
C202603229,-1.80601,53.53915,01/06/2026,12:45,6,30,0,4,0,1,1,2,0,1,Yorkshire,1,5
C202603230,-2.08374,54.16533,01/06/2026,12:45,6,50,3,0,5,1,1,1,0,2,North West,1,10
C202603231,-1.43412,54.97491,01/06/2026,12:45,6,30,0,0,0,5,5,1,0,2,North East,1,9
C202603232,-1.40342,54.76809,01/06/2026,12:46,6,30,0,4,5,5,1,2,0,1,North East,3,7
